Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Item Type
zRfSGAmwwFeE9GMar,silo,Not for sale,Crafting,,Not Applicable,NFS,housewares
SENLSuJ86GELA7q9K,silver mic,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1800,housewares
o3Jm6psSeRbrkivZ9,simple DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,housewares
TD6xH3vgjuf8YgkW8,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
7HaDzAKNvhye5Erae,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
mPJg242ZdHyAhcveX,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
eYqmLG3yZjJGc2Gvz,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
WZW2QKM2pTtb7w8jM,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
JiBJCz8nGnbb4MyzS,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
2idHE6oTm6kQuYcnx,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
HPMeS5iP2yDPb2FcH,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
8KvKH9YNK8KoBLaGX,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
EoTWNbECs76ZkdncC,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
QmuKdrTZZzWi7jaGv,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
QeGjWSTRAJSrgu43g,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
y5sdjLfXYyMpGovhN,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
cnjoDGw74MBhjDrMr,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
eQFJ8ZwWgbvpESf5k,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
WJCWEoM5LyEBZGLuF,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
NWPYZceCeodu6ZfdD,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
W64Tv69DGcaeKGPY7,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
2gysFgJKHxSXrHv9u,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
wWpXQzfyhM7HpDytw,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
m2pC3dXToQF5HGHEc,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
BJbrC3oALSzqabL3Q,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
EFhgnbTY2in7eb223,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
ChtLmKwC3QoZuaT94,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
nq75Ad4g68qA5JDeT,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
HuYQtpbMoXZ3aBZn8,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
H7tHRzitjW4nqrfKD,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
5dygvnFfsWfLe9uPp,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
i8HYdLL8Zb4TFBtMk,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
KdSidGypDjYfavb4p,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
JMokCcB5CnivqSrYz,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
t2T74xbzg32ef8nZG,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
5KDwFCw3osa8WFD72,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
qoZEMK5oqAwTmcH73,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
mJ8aLSC6t7ANj6NZi,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
GpDFDmGNqtBaTx9nG,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
DvTQx7EAn2gsHGYAB,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
dP2hs98gaFE8tSjSa,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
pTmjTHrM4mweaaxv3,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
zPxcc2Dm2iHEy2Q5M,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
vrnHmtpXnnRELYRz7,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
cyaPn2vBAveSPsvmp,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
gL7bXSNTQsuw26RES,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
4gYrHZXuFa2MLaCFf,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
FqNKL8TTL3rN6LcS9,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
SbQ5CrEdERBrnTkSx,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
wnHGeSi88NZQz2For,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
27QZyS2xvtXAC5xWj,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
saJKnobfPXnog2FdY,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
N8MiXm7q5LJPrhAdc,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
RNA8NXSLparmGSZgA,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
y95E7YhK7CPvDG8eE,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
TBHFRbzoL3FAPHTYA,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
iBcnxz55CeQCDtZ9P,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
M8eENT3PjghewvTZd,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
tfdQf5XP8YRpDHevN,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
LhyXjhAjrZPEzALzX,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
ghpr2p9buZiynqyXW,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
cypS4vCstZZMAyebN,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
TrXzDsXaTZDWyeqeC,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
vooiyb6nHrGWiviFt,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
2odSa4kYc7Wwv8ZLc,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
5qfXjp857fRugdZii,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
nfddwvQmCFknHMQed,simple panel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,810,housewares
cNHnxeghFMfx9dumk,simple well,Not for sale,Crafting,,Not Applicable,NFS,housewares
rk32RgmzZxbTCpdN7,skeleton,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3900,housewares
CZwjmSeMuXwBZEwPM,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
6Ym3jrNEgGpALvt2Y,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
2tgRqT44Dfuc6RHi2,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
u2P2EYDQWXMuK2amc,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
Qhvmi9FsbFeGZ4ZFH,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
ieBwocmAHz7HFuZG3,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
5CDunQBfMXhETZFXs,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
gySoF6o3E2dBzfjL9,sleeping bag,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1400,housewares
xo5EbWumiYA8KCNQz,sleigh,Not for sale,Crafting,,Not Applicable,NFS,housewares
e5oWbNEQNgk9HBATb,sleigh,Not for sale,Crafting,,Not Applicable,NFS,housewares
HwQduBZenwteYguxu,sleigh,Not for sale,Crafting,,Not Applicable,NFS,housewares
f7LtHFY4Hhf8mxr9h,sleigh,Not for sale,Crafting,,Not Applicable,NFS,housewares
HwJGSRRxcaHNGSoku,small cardboard boxes,Not for sale,Crafting,,Not Applicable,NFS,housewares
pDb2pG9rr7tFyMTuP,smoker,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,5500,housewares
kCqCjmYk5cgx6zKjj,smoker,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,5500,housewares
atPGmEYE58Y9B3vuc,smoker,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,5500,housewares
o6tEQPs8CZntQwmAK,snack machine,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
42niEBKEQhHmXxDCY,snack machine,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
rt4p5YzfXPb2FXyef,snack machine,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
6q5rC5XkAwDYDtEAY,snack machine,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
wzWPLmRmjzSPdciCR,soccer goal,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
oPiLmz49MQzTRDmxX,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
DfXYbuExurXsjxZkm,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
Za47FuhQPhwk4SxGH,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
Jxo5EY4WdvFarktBX,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
6fAMxYg6FY998kY7K,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
Mqp9e4F6gCq4WmbKb,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
atx7NCKyDqvmAd8e4,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
48pMn7MzS9EXnnMJ9,soft-serve lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3000,housewares
LDM88odgixzPSo8R2,solar panel,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
c27hGanLDKoXeKiKt,solar panel,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
27pspP23cckcDg59B,South Pole,Not for sale,Gulliver,,Not Applicable,NFS,housewares
uFQvuL2KQhFRjNrvB,space shuttle,Not for sale,Crafting,,Not Applicable,NFS,housewares
BrNXn9D8ysqCD9Pjo,speed bag,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3500,housewares
nBKoHEFk2mcNfomPM,speed bag,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3500,housewares
ZRSRxiAGZwaAtAumW,speed bag,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3500,housewares
zzSkjzaPCtzRHMuHZ,sphinx,Not for sale,Gulliver,,Not Applicable,NFS,housewares
T7Ye3KTXos227guyW,spinning wheel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,970,housewares
yaf3NuR8y5nKjxA7X,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
DNG4EwcnFAHTA5QaM,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
f3npYw95JXQxk6aYF,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
bEvM7q9Wp3tjABicH,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
qEbtgRutpRaXtvCi5,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
ghai5j7nETAbSeoMJ,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
vFHbsz4TTh74fj3MP,springy ride-on,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
KFbCTud85cuXuQCxm,squat toilet,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
KmLzzEp4sxPnFsQt4,stadiometer,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2100,housewares
qyAEC4fxwXKRMd3Wk,stadiometer,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2100,housewares
jAJCGeiA24YmF7oQP,stadiometer,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2100,housewares
Wmi7kuKaAEJNYWwFR,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
T7JrW6ZzLDpFkhaW3,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
AaQe7bG5MysbQr6R8,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
8LHtYWZgpRQ4YFf3D,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
tnKqxJxwnwP7YqnDD,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
XMaJRn7o2f4mEEvFk,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
kzdhvTBNcyJ5S4ztD,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
xLjxKF6BZcswpTjqw,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
2Ax23WtY6RKeFvf7u,stall,Not for sale,Crafting,,Not Applicable,NFS,housewares
