Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type,Rarity
xuxAD8a4MFbZbps7c,exercise ball,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares,Common
g4AHhkiygXAY4KFgo,exercise ball,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares,Common
ebH8TfdngCHTerxjX,exercise ball,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares,Common
kjJ4GJHbFhd2nXjiL,exercise bike,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,4800,Not Applicable,housewares,Common
pqhhPbR6TyhPgumBp,exercise bike,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,4800,Not Applicable,housewares,Common
ei5LirK64nubeDEAg,exercise bike,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,4800,Not Applicable,housewares,Common
xjsA3eQfqPZmkTmc9,exercise bike,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,4800,Not Applicable,housewares,Common
mKzwB9JXDSt9f6gfC,fan,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1700,Not Applicable,housewares,Common
PsQbLrRXNv9r94CZ5,fan,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1700,Not Applicable,housewares,Common
4MyPEGAZ74Cp5TmtH,fan,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1700,Not Applicable,housewares,Common
xeYmGE26Cmkq9EYfp,fan,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1700,Not Applicable,housewares,Common
ZasYEpeNjDaHrpbnh,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
ZSoRWFpTC7tKL3gsX,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
rETKHAfJtNJpcoMRD,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
jcoFwhGbeSCuA6tF6,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
AE2xaj3efPEFwb8Nz,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
PTHJBNrYLxPZMZxSz,fan palm,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1200,Not Applicable,housewares,Common
gSuzw3t2w9nxp8vue,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
hu6yAZy5jTQf8FvAs,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
xtdZ6k5CAku5t3ghW,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
PsPq3avhppmm3SFtC,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
vnYixrJvNXmhaSvAz,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
tTxTcDTaEnZYRnhau,festive tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
bvgeNiWoQhCG3jvRK,fire pit,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,96000,Not Applicable,housewares,Common
F3ahpcpD4AwZGwkQr,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,Not Applicable,housewares,Common
fBiTXxx9XbwmtZx6w,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,Not Applicable,housewares,Common
xkjuup2A4knmD8Ljc,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,Not Applicable,housewares,Common
yTmsJqwt6nTgEetbo,fireplace,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,5900,Not Applicable,housewares,Common
nFiJt2xARLJeqh6be,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
vJAZZNuuCPTn6ZHoE,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
HJ2ED2N53xRudjShv,fish-drying rack,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
iDRZqrHyizsu6d9Si,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
QbhL3eAgGGgTSiS6h,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
DoZ8JujCxSemiRdC9,fishing-rod stand,Not for sale,Fishing Tourney,,Not Applicable,NFS,Not Applicable,housewares,Scarce
DYY8kcxGMJsDCtxHx,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,Not Applicable,housewares,Common
SCXWsWzbce78LBsQw,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,Not Applicable,housewares,Common
XorpYKuHZgG6QsXSM,flashy-flower sign,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1800,Not Applicable,housewares,Common
QGJxqYgMSPYCnbN9D,flat garden rock,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares,Common
LZBQBncGemMuS3oF9,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
uRkGHPLxwxTR4usRt,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
FXvypZuTSERWKgQjD,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
9LXXxjrgxfgFzdLzv,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
BRpWziTBW3yDjzvwn,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
uZrNzxX6TGhr65uxb,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
dYH2dTHy4n3ncP589,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
wgDkJHPc7bg36vQsP,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
vwy9Lscd5hCf4HbER,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
cbcPFcCG3ZndRbM3L,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
mN5oqsyjS569MrzWR,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
vrZ2cRj2c9npkcrA5,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
aNbdbk2EM42cP8YJe,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
QfrSHayK8hrApaNWx,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
BN7aho3MLtm78jNBa,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
cHeBmG6jbei7NDD6K,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
Cwjhn45cgsWdw7E44,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
b6GArHycdzQhKwY9r,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
AStdC6KAzxAqYej68,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
eBLomgnf2DbuMfmFS,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
gG3gBF7Z3hCix7swG,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
M2aFeeSv2y2SeKSvm,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
coxxPX5MswZLThBSD,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
57PCaKv4GzREmotab,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
Nz2JCeXiKWFMYC76S,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
M42csmHrejKRmFoG7,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
BKvxXqmGno7DHKNsi,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
uYAL73aMKbmbhwH95,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
QbwcjMPQScifahyGf,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
NvYNMiTSgb4Njh3RA,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
cztYdwuZeTNooPXJq,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
393s7Wpb5WbNZcDjG,floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1400,Not Applicable,housewares,Common
aYgaHfuxQkPEuaaPh,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
DnHBHGGjghcqphJ2C,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
fQmMvwkd3ZLZ3a7qq,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
HxdsmgNZs943STtey,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
vLsdnN6rNEzb3Jge2,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
hv4fueX9Gwj2CGhn4,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
jCyKGDete64CteGDB,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
PtcjYAxdpgyCCY8KB,floor light,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2200,Not Applicable,housewares,Common
D3xfAqv6A3YsQf2Yy,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
yDyjiXQdBs3X3uKrq,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
sjfLNA78iWEe9bpqd,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
KD9tGwfbJNqSJK64b,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
nqBxpQ2NPKmqSZKTR,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
CMYnLYNa22wjbTH3h,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
szskCTxgyHm9aYjSF,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
7xAtqDL6MrtFXo765,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
FAcxLtbtKSERoDjHP,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
KRAJEaRTRpjxpkLYN,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
8Wr2iPJpTXPZ2tui8,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
x6LuJfKyex6nLrMeh,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
fuy7uYsthuoTM52to,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
yceSinLhFrqjmQi6L,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
bC3jARDiDXiEkyX4C,floor seat,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,730,Not Applicable,housewares,Common
