Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type
EMc5ZBYFQd8tYfBhL,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
dsJkhfYGZ7GTTnSRL,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
TmgsFnKy67xy2NKdk,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
px3J4v4vMFrtq2Sjz,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
cNdSRxhEZRb2cgHoz,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
ZicofnwgX89Tv54bu,lily record player,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
s7ArZoErhnCAWS6ZC,lily record player,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
G9JBwu6bkg5bThKoS,lily record player,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
pEmEpctJ7fDvRK895,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
kP7NpXq5BAQhpzYem,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
BHx8sg7DDbnvDETn5,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
53raZ3jiRZKeYoaCC,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
NTHpFxJuuu7SWad4Y,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
apfPQKj8B8KKd8tDg,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
CncpumixJshS3XF7G,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
NYMaAikFyeEH7xyZ2,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
FtSjv7hLWizntxFfq,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
xapoyEk8gqkc64n4p,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
2wNeEqjTZeRWYsBfv,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
QRJgM4hEM6ZgAKYAo,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
eszCpm4ENWZ38uwh7,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
cfXDg8CTjo5XC2wzg,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
D9Gz3akKu8ZEogQ8k,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
dcPdLnFTXivKp4XZ7,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
JW3BRzfvaS8KSoxzP,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
yWGxyQf3GQGEDrijw,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
DTMpxHX9e7WxEdhsb,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
kxNeFPdhPmYFhhm4y,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
WQJEGTBfD4Jg9DZPm,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
nhpP8Dxt5PDaLctbh,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
6TdJG3SLL4FQ3hJd3,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
GLSvpvHGA8EbSvYFY,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
JHqw7CtyCWRK4DhdB,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
eHGyb2SHFznyGJpdZ,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
tHKwrAn3PQ26BMaLZ,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
6FZD2mtRtyMFmvPQR,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
Ddp2gWHb6Bex4tRHy,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
RmesQWj4EKt7rDG62,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
qgvSqKfH6DmFtmiHJ,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
JsbWmgvYAxZzQ8LY3,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
p4JfmPXp9NZm9NyHT,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
qXXLSxzMN8ry2HubW,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
dzRAzyEPRvD8XRGtG,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
wTY9RFg678rB99vEB,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
Gn6o6SLuP2WKX7bYZ,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
WMsK6EfXZ7JgNWjym,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
m4wm6B5MmAdf2vEQo,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
5REyTPe9hGtDrF89b,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
zZzagJQFd7wfQPWQB,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
HtJa9e7XibPaKZdj3,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
jAnx35xw25yvvnRs6,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
bkX9XHWkByEGNHHNx,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
7pAHxRCn4EAKAqGic,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
cmqDsjmaXgf2xetn7,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
ZnDfSHfpmSAg6oDzW,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
Re4cZMLEj7d6Y84X4,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
KQHQYBAiicxC3wsno,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
3MvL7MfGqnNGmXMTi,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
yFPKvnPGvDzARKnoS,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
fkfmA6k8kKTN7nSno,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
Jzmfcqw86pcNtXk4Y,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
eHJHZ9mfJ9L8o7AdK,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
kBbDRe7GPeNfJoMrZ,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
x3mijdwzaQon9BE8c,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
YrAmCJgDvy8WL6XQe,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
X3xALC5qKn6bMWedn,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
rMskXhRAYqqExunQH,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
RZi44abKhaxj9NvRP,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
9wfQqfT5Jdygx7hqo,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
irenLEHMd7Q6HxN6q,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
DBFh6zA5gQidBu9Q6,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
37PZa9BD8Asg5B3jR,loft bed with desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,7700,Not Applicable,housewares
Wg9uF8DBwAYuXe2bP,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
rMHBphuQBNDMtj22S,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
4CMfQ9HQPaD6ytqpH,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GX5ppDoiytQkgXipG,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
jPLXPmDFFZ3ob5Wq3,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
2Jou98abehvtzXfkj,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
dn594ZdqymwuaJzBC,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Saxh7Rr79JdBHjpxE,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
5nWo3nyNndc5HQ7Ax,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wYroCxap7Zb4RzXvR,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
h2F43bfYWx9EPkkyT,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
dW2r9KtrJYpHe4NuF,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
42D7Xw2fxxfb9hoze,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
LNG2ZLzWKq9zpmvtq,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
3yR9yR7Mb8z9PxXpE,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
bfYegZnABpDmgSjer,log bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
KpHAa8CESiKWtadT7,log bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
SuNySzCAMoc3no4Gs,log bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
YkfgE6cbA7qwEWqjB,log bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
BHFw6FYJapJzftSWs,log bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
FGGhyTHbY9ez4Ez3j,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
DNaS4awK4G9nxe2Wb,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
tQfDkxG7Jdxj7pN7c,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
PxYggFoTTtkcL326g,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
f8ie9zEXToBJg7exq,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
xDuAdsB7LEf4jBBrh,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
xQx2BYkFgcSYH7geJ,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wrosk7GEpHGP9Mrht,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
P56uXpAQg5Mc9Jt3R,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
QFoFZCk7ETrjxW8zC,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
QrTc74doPhxhHWyqj,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
RLmAeJAP6SZesao9E,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
7MTHmTmqpN65zxGDW,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Sm2H2LGfXSwcy2igK,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qfMM8ChwLjMxS8upD,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
x9xhkzs3MoT4ZkvG8,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
aXr2FmPM6xC9izLo7,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
SgzfRLCiAKBN2ZFjp,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
K6MssatzNF4WJxL7D,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
728NN38nLD4y9mCWj,log chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
XP6Mm78G4snmDxzHJ,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
P3gfyaF5sRF9RAQGa,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
soGmED5KCyyLvtSdA,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
DNJvfFj8vMg8Fduav,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
rQgNDjRmcdWDsAZTr,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
92veCoMa2rsZWMabR,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
bFSjAhDG2LhSFDubG,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
fihjZvDxPsh3iwYSa,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
w4XLoYzr2fQdfXAyo,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
ffvkbSpjTq8vqbxrr,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
HmmwHMa7KnWCbzAMp,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GvtcJzgdFfSvYDsMW,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
avgbzA8cEguPhxBHm,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
JbF4GKXbGuEQBx4RX,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
sYFYuagAvpkZ5vjdL,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
8FapKZva2Rm4H2gya,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
8sRnTz2EA6CHa7XvC,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wSMN6RC9wkbm9wcSu,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
4LCgow3wH2izXcXFj,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
cg3EH7zYuZPi7jhzW,log decorative shelves,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
PLFqDCtsS8ZCurt24,log dining table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
